cell_id,QD_100,IR_cycle2,IR_cycle100,IR_diff,dVdQ_var_10,dVdQ_var_100,dVdQ_var_diff,I_var_10,I_var_100,I_var_diff,chargetime_s_mean_2to6,fade_slope,fade_intercept
b1c19,1.0870851,0.016449727,0.01638364,-6.60869999999994e-05,656.8984880873093,654.1143106924885,-2.7841773948207447,11.21963366971546,11.103950570368237,-0.11568309934722265,595.4842999999997,-1.035584539270271e-05,1.0888966198321994
b1c20,1.0612478,0.015740737,0.015160209,-0.000580528000000002,682.2015925727953,694.3891349309791,12.187542358183805,11.564746552536414,11.453874775771311,-0.11087177676510329,541.266900000001,-0.00013977618181818178,1.076969671131313
b1c21,1.0767291,0.015348774,0.015144967,-0.0002038070000000003,672.3293586275533,673.8931379359043,1.563779308350945,11.591741954350535,11.407835274490964,-0.18390667985957165,537.8823800000001,-8.178444155844157e-05,1.0863975044992784
b1c22,1.0820541,0.016732994,0.016682273,-5.07210000000001e-05,663.591345575192,663.9377083416443,0.3463627664523301,10.93968321158347,10.95505878278015,0.015375571196679871,687.8036799999999,-6.755834260976952e-06,1.083324362698825
b1c23,1.0816909,0.016937815,0.016928671,-9.143999999999125e-06,669.6926878415891,664.6365493128667,-5.056138528722386,10.856079529656347,10.998223602873766,0.14214407321741973,686.8203800000015,-6.9509103277674005e-06,1.0828155540024738
b1c24,1.0776314,0.016687831,0.016682969,-4.86200000000131e-06,679.227228054943,672.0663751812307,-7.160852873712315,10.80456821707561,10.742388010296718,-0.062180206778892355,728.83296,2.0242585034014705e-06,1.0779299496850132
b1c25,1.0780438,0.016699277,0.016688013,-1.1263999999996943e-05,678.1260936191057,671.3899997844293,-6.736093834676467,10.928594107591245,10.677399379413236,-0.2511947281780085,727.8076000000004,5.129313543598952e-07,1.0788217283797157
b1c26,1.0893713,0.016376387,0.016389275,1.2887999999999095e-05,659.377406523707,655.5658855743649,-3.811520949342139,11.202695268695907,11.118591111988673,-0.08410415670723381,645.8891800000001,-1.5210461348175408e-05,1.091350021407545
b1c27,1.0810226,0.016174601,0.016206481,3.187999999999802e-05,670.923783280405,666.8586920607211,-4.06509121968395,11.171759050505838,11.055509663747745,-0.11624938675809204,647.8191199999994,-1.0758799010513339e-05,1.0825847381434754
b1c28,1.0796947,0.016742077,0.016805848,6.377100000000066e-05,677.7797483069147,669.1317815556474,-8.64796675126729,11.084541659440227,11.293905584839399,0.20936392539917215,667.7944400000008,-7.726680272108982e-06,1.0810896899868068
b1c29,1.0818107,0.016626336,0.016644154,1.7818000000002776e-05,674.7791419582065,666.8529210980939,-7.926220860112608,11.01830120596439,11.008009900579681,-0.010291305384708238,670.7721200000001,-5.212719851577204e-06,1.083048669924552
b1c30,1.0814074,0.016072329,0.016130757,5.842799999999926e-05,671.9179398715008,663.216547639799,-8.701392231701789,11.455491729935243,11.355702978967715,-0.09978875096752837,607.8107800000001,-1.6368218923933255e-05,1.0836584963368379
b1c31,1.0953494,0.016952254,0.016962912,1.0658000000000195e-05,655.4235348128743,650.53564467033,-4.887890142544279,11.511699114970064,11.723577035223027,0.21187792025296304,606.8203600000008,-2.6201082251082747e-05,1.0984046602453104
b1c32,1.0793804,0.016239462,0.016290806,5.134400000000178e-05,670.61270029592,666.3359217054583,-4.276778590461731,11.726023240991937,11.4915848697085,-0.2344383712834368,605.7862799999999,-1.2776272108843273e-05,1.0813230393725004
b1c33,1.0937657,0.016591828,0.016574621,-1.720699999999825e-05,652.6818630548303,648.9685467419723,-3.7133163128579554,11.59934720072838,11.519637001951901,-0.07971019877647834,608.7857199999999,-2.181216573902273e-05,1.0966040669173367
b1c34,1.0794187,0.0169825,0.016954124,-2.8376000000000096e-05,671.2946855572083,663.4830872345777,-7.811598322630516,12.06364869418007,11.919744846258604,-0.14390384792146627,664.0762199999988,-3.129647495360075e-07,1.080085950091115
b1c35,1.0739936,0.017059039,0.017091474,3.243499999999733e-05,674.5523277462372,668.6839540040971,-5.868373742140079,11.745809663482678,12.018841900763919,0.2730322372812406,663.0716999999994,3.195320964749697e-06,1.0743447123681713
b1c36,1.0802411,0.016480684,0.016568536,8.785199999999938e-05,674.020953294626,667.8253713326392,-6.195581961986818,12.088654521714147,11.828462051328662,-0.2601924703854852,691.490600000001,-7.183043908472686e-06,1.0816428948352916
b1c37,1.0768065,0.016607935,0.016675115,6.718000000000002e-05,674.6895483559714,669.2261458623362,-5.463402493635158,11.693299111274188,12.062390460945386,0.36909134967119783,694.4635200000013,-9.68095856524431e-06,1.0785237713110698
b1c38,1.0749754,0.016260354,0.016349318,8.89640000000004e-05,674.8670576330059,672.5957648578956,-2.2712927751102825,12.37429567135305,12.46942662624247,0.09513095488942014,614.5840000000011,-9.437124304267239e-06,1.0762827994001236
b1c39,1.0847629,0.016743599,0.01683517,9.157099999999863e-05,666.8052116920152,658.0231824110123,-8.782029281002906,12.599957108773555,12.596883107982093,-0.0030740007914626943,615.5065800000004,-3.2944774273345585e-06,1.085827017338693
b1c40,1.0857353,0.016756468,0.016823037,6.656899999999896e-05,659.6914423134375,656.1259466474346,-3.565495666002903,12.38542957795051,12.480062527148894,0.09463294919838283,724.273360000001,-8.204863327149238e-06,1.0873484258074624
b1c41,1.0821686,0.016856873,0.016855884,-9.889999999998511e-07,672.1548333073761,665.5722115667866,-6.582621740589502,12.556209462775604,12.391152885701164,-0.16505657707443966,725.2420800000003,-1.385528756960918e-07,1.0828938530653474
b1c42,1.0832821,0.0167679,0.016871214,0.00010331400000000018,671.8447537529358,660.9231889799767,-10.921564772959186,13.082788859243792,12.932361331894205,-0.15042752734958675,670.2656200000009,2.11359802102667e-06,1.0837813903393116
b1c43,1.0688359,0.016111452,0.016239306,0.00012785400000000016,685.6026393289302,679.3520037021184,-6.2506356268118,13.11358306659621,12.954566579370145,-0.1590164872260651,670.25246,-2.4014810142238766e-05,1.0717469502667492
b1c44,1.0847102,0.017436398,0.017589169,0.00015277100000000293,659.3603103921913,656.316007019715,-3.0443033724762927,14.159277561810228,13.597561232704582,-0.5617163291056464,616.26626,-3.361546072974662e-05,1.088556460214389
b1c45,1.0858277,0.016685704,0.016836088,0.00015038399999999993,664.0888874148542,656.5814917478334,-7.5073956670207735,13.650247427532879,13.656277165173176,0.006029737640297128,615.2679199999995,-1.2920053184909944e-05,1.087818373217481
b2c0,1.038452,0.017505454,0.017292464,-0.0002129899999999997,349.4313362386174,404.3784251281766,54.94708888955921,10.490907021396577,10.755234592118109,0.264327570721532,614.649880000003,-0.0003547307619047617,1.0788386304733044
b2c1,0.96833885,0.017582141,0.016749162,-0.0008329789999999976,329.5606335621129,471.2074770611896,141.64684349907668,10.175098883671005,10.519301127371884,0.34420224370087915,619.6594400000001,-0.0010921046972170684,1.084408327436858
b2c2,1.0759984,0.017894397,0.017662315,-0.00023208199999999804,392.58776113584014,377.3856032592701,-15.202157876570027,8.687114718733445,8.949372275146485,0.26225755641304005,604.5369000000006,-1.2791405071119452e-05,1.0786796212545868
b2c3,1.046734,0.016825944,0.016492119,-0.0003338249999999994,374.68401101046476,410.1676316311555,35.483620620690715,11.726193227007373,12.261083671384005,0.5348904443766322,608.1157799999986,-0.00022737416821273969,1.0725205381344052
b2c4,1.0650914,0.016936054,0.016080894,-0.0008551600000000006,356.87397838430917,378.39799638419254,21.52401799988337,9.170601286689527,9.45736587547772,0.2867645887881931,607.4792999999975,-0.00010675010018552866,1.0773306450084519
b2c5,1.070745,0.017180175,0.016871674,-0.0003085009999999992,379.4270558970716,400.77528726098495,21.348231363913328,8.670146186411735,8.822256966726288,0.15211078031455294,609.7719799999962,-1.1376598639455212e-06,1.0720320358045765
b2c6,1.0521992,0.016829265,0.015800076,-0.0010291889999999998,371.2314115437741,420.3385910601973,49.10717951642323,13.422010523537333,12.013278329840825,-1.4087321936965083,611.6773600000015,-0.00021438584662956045,1.0756582428245722
b2c7,1.0105121,0.016932283,0.017381825,0.0004495420000000007,754.7128918674199,768.4665054826385,13.753613615218569,8.618785367082687,8.800767592860383,0.18198222577769663,804.5375799999995,-0.00013994456029684598,1.0244401129791796
b2c8,1.0305706,0.017149957,0.017429091,0.0002791340000000003,739.3939509746286,742.4963182459653,3.102367271336675,8.603107319171968,8.495140614656064,-0.10796670451590451,803.5325199999999,-1.1100766852192492e-06,1.0310357230018552
b2c9,1.0348208,0.01676682,0.017095407,0.00032858699999999824,743.7929887439361,739.8618888013893,-3.93109994254678,8.233251186150648,8.55072274055793,0.31747155440728214,803.5249800000005,-8.856790352504944e-06,1.0355743589342405
b2c10,1.0670482,0.018265773,0.017686415,-0.0005793579999999986,366.83717558262697,399.50660159343187,32.6694260108049,8.896651452215073,8.935837160452285,0.03918570823721268,606.8970600000001,-6.0013924551638505e-05,1.0745925687379922
b2c11,1.0705185,0.017606791,0.017084051,-0.0005227400000000007,390.97334727265155,396.22213443037475,5.2487871577232,8.742691943587523,9.085570761912091,0.3428788183245679,606.4245599999995,-4.14573419913422e-05,1.0763249385829725
b2c12,1.0600308,0.017133227,0.01617695,-0.0009562770000000019,380.29741293992754,411.7751373185112,31.477724378583673,9.348727652225016,9.846575777069008,0.4978481248439923,610.3583199999994,-0.00014801307977736574,1.076501974139353
b2c13,1.0716245,0.017087275,0.016590212,-0.000497062999999999,353.13355714252765,372.154643884976,19.021086742448347,10.290002896697846,10.391916694530412,0.10191379783256593,613.8554199999983,-0.00012120364131106962,1.0851543129795918
b2c14,1.0809475,0.017164165,0.017031098,-0.00013306699999999713,369.4660460662765,387.4429446165279,17.976898550251406,9.049549878604662,8.805712107580087,-0.24383777102457493,606.8525400000013,-3.970303030303231e-06,1.0822715622222223
b2c15,0.92590147,0.01694184,0.017077602,0.00013576200000000108,843.6914939779166,916.4484489557833,72.75695497786671,9.307092534785086,10.196137311563936,0.8890447767788494,735.2121800000001,-0.0004494800691403836,0.9695884256473716
b2c16,1.0058126,0.017347479,0.017238075,-0.00010940400000000045,768.7697077653908,774.6261552793541,5.856447513963303,9.682149053152147,9.547203009183276,-0.13494604396887055,730.4193399999996,-6.7557003092146e-05,1.0136955899859823
b2c17,1.073837,0.017780064,0.017275661,-0.0005044030000000005,376.4469193877442,396.2739662699867,19.82704688224254,8.942062023375858,8.991908683438727,0.049846660062868864,609.6714600000007,2.0565896103896263e-05,1.0735338261673881
b2c18,1.0588086,0.017536523,0.017100986,-0.00043553699999999973,370.5748493270703,390.20898159417584,19.634132267105542,9.59483771349739,10.053265258135536,0.4584275446381465,611.158460000006,-8.156308843537395e-05,1.0682831104394972
b2c19,1.0328457,0.017928939,0.01689407,-0.0010348690000000008,403.0318012137691,420.9639256044673,17.93212439069822,10.342767898984818,10.645006945602773,0.30223904661795586,620.0026200000023,-0.00017850782312925215,1.051277032312925
b2c20,1.0862604,0.017545482,0.017448828,-9.665400000000157e-05,363.4656247016223,393.3244930774583,29.85886837583604,8.833119124897152,9.051470415411474,0.21835129051432212,608.8759799999999,-6.300379715522502e-06,1.0882770415877137
b2c21,1.0766457,0.017655412,0.017396539,-0.00025887299999999974,367.9999511117033,382.62452216263483,14.624571050931536,9.107164773141665,9.109023669822676,0.001858896681010691,607.2945600000035,-4.3975447124304146e-05,1.0821369467932385
b2c22,1.0825431,0.017338831,0.016993294,-0.00034553699999999993,384.2082719072242,382.02975681867986,-2.178515088544316,9.329971052713496,9.069524440257899,-0.2604466124555973,608.8482999999977,-8.084566481137895e-06,1.0846159310723562
b2c23,1.0714235,0.017877026,0.017051566,-0.0008254600000000001,382.78399880531396,393.389142187268,10.605143381954065,10.646950479824465,10.07581373529964,-0.571136744524825,615.0448199999984,-6.655335683364276e-05,1.0789011737237684
b2c24,1.0710108,0.017488673,0.017228115,-0.000260558000000001,382.901120430812,394.76820728974957,11.867086858937569,9.131067619161973,9.126645621250967,-0.004421997911006059,603.5335799999942,2.7728014842300307e-06,1.0719389194475366
b2c25,1.0676695,0.017678419,0.017124586,-0.0005538330000000001,379.539690364796,403.0792669843024,23.53957661950642,9.052981746696654,9.026689569178764,-0.026292177517889925,602.5192000000039,-3.0330352504638285e-05,1.0720936338363223
b2c26,1.0773104,0.018048871,0.017471852,-0.0005770190000000015,359.24920790811876,386.61124340115,27.362035493031215,9.034292608268448,9.242805152012622,0.20851254374417394,600.4939400000003,-3.7005583178725555e-05,1.082561314035044
b2c27,1.0693567,0.017624324,0.017357314,-0.00026701000000000155,388.48870889693455,396.4933317801558,8.00462288322126,8.913861316609134,9.005650111968524,0.09178879535939011,608.8445600000007,4.945726654296844e-07,1.070597695985982
b2c28,1.0759076,0.017233955,0.017148972,-8.498300000000028e-05,382.46391913853074,394.2498739109573,11.785954772426578,9.114296628595492,9.145259728224918,0.03096309962942634,608.3811800000025,6.730389610389912e-06,1.076352866291486
b2c29,1.0787998,0.017144648,0.01718566,4.101199999999999e-05,338.2148295309157,375.885709438241,37.670879907325286,9.295459901844865,9.482763889714837,0.1873039878699725,606.8748600000021,3.2791438466295706e-05,1.0765747517897342
b2c30,1.071249,0.017789029,0.017473349,-0.0003156800000000022,372.579124062305,368.9440921453003,-3.63503191700471,9.434229401876284,9.088755424012241,-0.3454739778640423,605.8400200000003,8.458444032158718e-06,1.0717198446068847
b2c31,1.0785081,0.01768863,0.017651426,-3.7203999999999016e-05,371.25100204260764,394.4506332911683,23.19963124856065,9.404410411912886,9.412272228939807,0.007861817026920903,608.8130600000032,1.2657374149659728e-05,1.078573639574933
b2c32,1.0795146,0.017645668,0.017755082,0.00010941399999999865,388.50728101592347,388.1609611849618,-0.3463198309616473,9.492165806482623,9.57766516898024,0.08549936249761636,607.8263600000035,1.782994805194785e-05,1.0787645322453103
b2c33,1.0847911,0.017695136,0.017794212,9.907600000000003e-05,367.3764753173059,386.2869562485322,18.91048093122629,9.32459493329734,9.411095942902428,0.08650100960508844,607.7548999999999,2.068756709956735e-05,1.0835212896334776
b2c34,1.0746909,0.017662423,0.017513853,-0.00014857000000000065,378.99204854659337,403.09858783739776,24.106539290804392,9.399371946157792,9.345736399595172,-0.05363554656262082,609.8469000000041,2.092682498453919e-05,1.0736106127338694
b2c35,1.0718495,0.017460613,0.017082267,-0.00037834599999999816,359.37980130772013,371.1160329667463,11.736231659026146,9.575445904516938,9.41574336138189,-0.1597025431350474,607.8176000000007,-2.8044155844174407e-07,1.0733551984790763
b2c36,1.0852383,0.02021559,0.020315139,9.954900000000086e-05,351.11495244795054,361.3211482403071,10.206195792356539,9.442760470812209,9.57211147890904,0.12935100809683142,608.8632999999974,2.405576004947469e-05,1.0839450360354568
b2c37,1.081265,0.018226312,0.018319724,9.341199999999758e-05,348.5554470686946,362.98053474519764,14.42508767650304,9.581892107467542,9.745596376366272,0.16370426889873002,606.8812999999993,3.505037847866443e-05,1.0788960700915275
b2c38,1.074622,0.017847016,0.017811341,-3.56749999999989e-05,388.80831136459744,387.2240729413788,-1.5842384232186646,9.523557841681626,9.709323975798037,0.1857661341164114,608.909599999999,1.6458092764378377e-05,1.0741051160568955
b2c39,1.0863159,0.018174672,0.018249137,7.446499999999925e-05,357.117979244753,381.1017306300372,23.983751385284222,9.95935743467979,9.862403166338906,-0.09695426834088394,608.6687600000034,3.186357946815105e-05,1.0842843988612658
b2c40,1.0798434,0.017582053,0.017112505,-0.0004695480000000002,361.53228942961573,390.5777494218675,29.04545999225178,9.394484692821996,9.877201229365763,0.48271653654376756,607.8949999999982,-1.9930679035250196e-05,1.0822686636206968
b2c41,1.0736984,0.0179385,0.01785991,-7.858999999999991e-05,366.8495751115144,395.7534413590255,28.903866247511075,11.125975486195875,13.057633356372925,1.93165787017705,607.6821800000033,1.6646565244279537e-05,1.073882671637188
b2c42,1.082616,0.017394457,0.017301504,-9.295299999999979e-05,370.8705220020056,378.9778974864669,8.107375484461272,10.091328349814903,11.785974502104875,1.6946461522899714,607.8272599999967,1.1841173778602306e-05,1.0825180445817355
b2c43,1.0790776,0.01812768,0.018218031,9.035099999999893e-05,351.316337835737,381.30537040184225,29.989032566105266,10.40758626919327,12.002385003298977,1.5947987341057068,607.7504599999986,1.2511228200370937e-05,1.0789762526143065
b2c44,1.0763599,0.01761589,0.017802216,0.00018632600000000055,387.9689049533062,391.3679694269532,3.3990644736470017,10.486842244956268,12.705533541422243,2.218691296465975,608.8143200000021,2.227312801484236e-05,1.0752136421884149
b2c45,1.0730408,0.017153347,0.017026441,-0.00012690599999999955,382.3603672042035,389.2534760871519,6.893108882948411,9.639601310345654,9.860326772835618,0.22072546248996439,605.826840000006,-7.0604366110079885e-06,1.0748679741863534
b2c46,1.0795197,0.017752018,0.017999796,0.0002477779999999971,350.81537649959216,359.22526299660313,8.409886497010973,11.646735149833901,12.985915814388587,1.3391806645546858,608.8150399999984,2.9379857761286466e-05,1.077631965638013
b2c47,1.0470229,0.017923383,0.017087102,-0.0008362810000000012,367.33223093821266,413.5646820757301,46.232451137517444,13.091143218614757,12.350548331086262,-0.7405948875284949,606.7630200000013,-9.553367965367662e-06,1.049389155099567
b3c0,1.0694544,0.015398955,0.015270543,-0.00012841200000000136,590.2615856069065,601.7616098858472,11.500024278940714,11.609403738857335,11.799589962441061,0.1901862235837264,602.6718599999994,-5.34619542362361e-06,1.0706590913201401
b3c1,1.0664777,0.015162034,0.015059211,-0.00010282300000000015,605.6062797030498,607.3915259060237,1.7852462029738945,12.079563675228878,12.167937960387423,0.08837428515854562,602.468319999994,-1.4719340754483133e-05,1.0684723580956503
b3c2,1.0606135,0.01489381,0.01447712,-0.0004166900000000008,632.9700213995392,624.9250306376165,-8.04499076192269,12.59942098349078,12.725348657760732,0.12592767426995088,602.6429800000012,-2.0391179962894333e-05,1.0631134653296228
b3c4,1.0738586,0.015246842,0.015179508,-6.733400000000049e-05,608.1899058424115,595.2326407808937,-12.957265061517774,12.008879762408457,12.194877745946156,0.1859979835376997,602.701880000002,-5.233104514533014e-06,1.074804658027211
b3c5,1.0518515,0.015374157,0.015206923,-0.00016723399999999874,622.3542710960589,612.1715588925637,-10.18271220349527,12.260349815539834,12.503941604089322,0.24359178854948738,602.5146000000008,-1.602090043290077e-05,1.0539742073362193
b3c6,1.04378,0.013527169,0.013847317,0.00032014799999999927,625.2493546472767,635.449593321705,10.200238674428306,11.323902782690928,12.346856167936718,1.0229533852457902,603.7482999999978,-0.00020239778849721706,1.0640819993345703
b3c7,1.0684743,0.015535541,0.015500138,-3.5402999999999823e-05,634.5475898054068,635.597772256451,1.0501824510441793,10.35146655359826,10.590148734028233,0.23868218042997214,662.4946399999986,-2.357448361162712e-06,1.0702976551189447
b3c8,1.067026,0.015438134,0.015265453,-0.00017268099999999918,618.7261860499214,623.2681780901352,4.541992040213813,11.35903731540321,11.522601563434165,0.16356424803095493,602.6970000000001,-3.308951144093748e-06,1.0681748474174397
b3c9,1.0724456,0.015903223,0.015873827,-2.9396000000000977e-05,624.1467028584501,608.0418710278416,-16.104831830608532,11.5653792861436,11.810613821940608,0.2452345357970085,602.5049599999999,6.680531849102647e-07,1.0728252555501958
b3c10,1.0623909,0.015551002,0.015407138,-0.00014386399999999876,635.4774702396325,631.0126183140327,-4.46485192559976,10.515562315711781,10.608354450575444,0.09279213486366267,662.7001999999993,-2.8759653679657666e-06,1.0645252641327563
